age,sex,race_ethnicity,marital_status,education_level,income_level,occupation,place_of_residence,nationality,religion,language_spoken,household_size,credit_score,has_outstanding_loans,num_loans_taken_last_5yrs,loan_repayment_history_score,monthly_expenses,existing_monthly_liabilities,bank_account_access,internet_access,distance_to_nearest_bank_km,mobile_money_usage,success_score
53,Other,Mixed,Single,Secondary,50000,Laborer,Semi-urban,Bangladeshi,Muslim,English,6,718,1,2,0.87,4186,544,1,0,6.7,0,0.863
45,Female,Latino,Divorced,Graduate,30000,Self-employed,Semi-urban,Bangladeshi,Hindu,Tamil,7,302,0,4,0.81,3994,6369,0,1,11.4,0,0.482
49,Male,Latino,Single,Secondary,20000,Laborer,Rural,Bangladeshi,Sikh,English,8,414,1,2,0.68,19036,13646,1,1,15.3,1,0.459
62,Male,Latino,Widowed,None,100000,Farmer,Semi-urban,Nepali,Christian,Bengali,2,310,1,4,0.97,5519,17339,0,1,24.2,1,0.416
59,Female,Asian,Divorced,None,50000,Teacher,Rural,Indian,Christian,Bengali,7,624,0,0,0.75,6054,4577,1,0,13.7,1,0.79
50,Female,Mixed,Single,Postgraduate,70000,Engineer,Semi-urban,Nepali,Other,Marathi,3,687,0,2,0.71,14104,14818,1,0,3.1,0,0.643
59,Female,Asian,Single,Postgraduate,70000,Laborer,Rural,Bangladeshi,Other,Bengali,1,607,1,1,0.31,23494,3781,0,1,23.7,0,0.538
50,Female,Latino,Married,None,70000,Engineer,Urban,Bangladeshi,Muslim,Bengali,1,579,0,3,0.7,14404,6493,1,1,5.6,1,0.768
44,Other,Asian,Divorced,Postgraduate,50000,Farmer,Urban,Nepali,Christian,Tamil,6,803,0,1,0.05,6762,19573,1,0,4.4,0,0.6
57,Female,Mixed,Single,Postgraduate,20000,Teacher,Urban,Bangladeshi,Hindu,Telugu,4,554,1,0,0.11,23820,4943,0,1,14.8,1,0.426
33,Other,Black,Married,Graduate,70000,Self-employed,Rural,Nepali,Christian,Telugu,4,725,1,5,0.71,3427,13027,0,1,18.9,1,0.781
47,Female,Latino,Widowed,Secondary,30000,Engineer,Semi-urban,Indian,Buddhist,Marathi,4,425,0,2,0.99,14726,8959,1,0,17.8,0,0.506
27,Male,Black,Widowed,Postgraduate,100000,Engineer,Rural,Indian,Christian,Telugu,1,347,0,4,0.06,21897,4920,1,0,24.2,1,0.267
50,Female,Asian,Widowed,Postgraduate,100000,Laborer,Urban,Nepali,Other,English,2,515,0,1,0.1,7449,13308,1,0,14.3,1,0.422
46,Female,Asian,Married,Secondary,20000,Teacher,Rural,Nepali,Buddhist,Tamil,8,588,1,3,0.1,21371,15554,0,0,5.8,0,0.211
42,Male,White,Single,Secondary,100000,Teacher,Semi-urban,Bangladeshi,Sikh,Tamil,3,500,1,5,0.39,6407,10585,1,1,19.4,1,0.703
22,Male,Black,Widowed,None,100000,Self-employed,Semi-urban,Indian,Christian,Hindi,7,584,0,0,0.74,3530,5103,1,1,3.8,0,0.902
24,Other,Latino,Divorced,Graduate,10000,Engineer,Urban,Nepali,Muslim,English,4,426,0,0,0.41,21856,16750,0,1,20.7,0,0.326
58,Male,Asian,Divorced,None,100000,Teacher,Rural,Bangladeshi,Sikh,Hindi,7,428,0,4,0.91,16037,5756,1,0,21.6,1,0.538
62,Other,White,Married,Primary,100000,Teacher,Semi-urban,Nepali,Sikh,English,4,461,1,0,0.34,5153,18870,0,0,5.5,0,0.301
36,Other,Latino,Divorced,Secondary,10000,Teacher,Rural,Indian,Muslim,Telugu,6,718,1,1,0.55,5587,6651,0,0,12.7,0,0.596
30,Female,White,Single,Postgraduate,30000,Laborer,Rural,Indian,Other,Hindi,8,422,0,4,0.42,16481,7099,0,0,19.6,1,0.285
29,Male,White,Widowed,Postgraduate,50000,Teacher,Semi-urban,Nepali,Buddhist,Hindi,8,508,0,0,1.0,16669,15303,0,0,4.6,0,0.34
20,Other,White,Single,Secondary,100000,Teacher,Urban,Nepali,Hindu,Marathi,2,637,1,2,0.79,9608,4274,0,0,15.3,1,0.511
37,Other,White,Single,Postgraduate,70000,Laborer,Semi-urban,Bangladeshi,Hindu,Tamil,6,485,0,1,0.16,5560,14287,1,1,16.7,1,0.6
54,Other,Mixed,Married,Postgraduate,20000,Self-employed,Semi-urban,Indian,Muslim,English,6,797,1,3,0.25,16319,13625,1,0,4.1,0,0.742
21,Other,Black,Widowed,Graduate,100000,Self-employed,Urban,Bangladeshi,Sikh,Telugu,8,365,1,5,0.58,8040,11631,0,1,23.9,0,0.423
56,Female,Latino,Widowed,Primary,20000,Teacher,Rural,Bangladeshi,Other,Hindi,8,350,0,3,0.27,24593,17736,0,0,4.6,0,0.0
29,Female,Black,Widowed,Postgraduate,70000,Engineer,Rural,Indian,Christian,Telugu,3,627,1,4,0.58,22163,9163,1,0,5.2,1,0.497
32,Other,Mixed,Married,Postgraduate,20000,Laborer,Rural,Indian,Buddhist,English,7,462,0,4,0.89,11499,4953,1,0,23.0,1,0.459
32,Other,White,Widowed,Graduate,100000,Teacher,Urban,Indian,Hindu,Bengali,1,603,0,5,0.43,7475,14440,0,0,16.9,0,0.42
30,Other,White,Single,Secondary,70000,Farmer,Rural,Bangladeshi,Sikh,Hindi,7,321,0,0,0.19,8287,13569,0,0,15.6,0,0.167
24,Male,White,Widowed,Primary,20000,Self-employed,Urban,Nepali,Buddhist,Tamil,7,353,0,1,0.64,18952,2382,0,0,12.2,1,0.306
20,Female,Asian,Married,None,50000,Farmer,Rural,Bangladeshi,Hindu,Tamil,2,827,1,4,0.3,19798,12999,1,1,24.2,0,0.749
21,Other,White,Single,Postgraduate,30000,Laborer,Semi-urban,Bangladeshi,Christian,English,7,380,0,4,0.64,15861,16657,1,0,24.2,0,0.343
41,Female,Latino,Divorced,Postgraduate,100000,Laborer,Semi-urban,Nepali,Christian,Bengali,4,359,1,0,0.77,18464,4615,0,0,13.4,0,0.327
56,Other,White,Single,Graduate,50000,Self-employed,Semi-urban,Nepali,Hindu,English,1,702,0,5,0.48,15119,13376,1,0,6.7,0,0.637
54,Other,White,Divorced,None,100000,Engineer,Semi-urban,Bangladeshi,Hindu,Telugu,6,471,0,2,0.67,23437,17722,0,1,14.1,1,0.352
33,Male,Asian,Married,Primary,30000,Self-employed,Semi-urban,Nepali,Christian,Tamil,1,390,1,5,0.67,5106,5786,0,1,8.5,1,0.447
63,Male,Black,Widowed,None,20000,Self-employed,Urban,Bangladeshi,Muslim,Hindi,6,814,1,3,0.24,21377,5207,0,0,11.3,1,0.549
56,Female,Asian,Widowed,Primary,70000,Farmer,Rural,Bangladeshi,Buddhist,Bengali,8,418,1,1,0.85,4520,5043,0,0,10.4,1,0.493
57,Male,Black,Married,Primary,100000,Teacher,Semi-urban,Nepali,Buddhist,English,8,544,1,2,0.98,14789,18435,0,1,9.4,1,0.597
24,Male,Black,Married,Secondary,20000,Farmer,Urban,Indian,Buddhist,English,7,639,0,5,0.26,5571,18252,0,1,4.2,1,0.513
25,Female,Asian,Married,Graduate,100000,Farmer,Semi-urban,Nepali,Buddhist,Hindi,7,606,0,5,0.07,11062,7080,0,1,20.2,1,0.471
19,Male,Mixed,Married,Primary,10000,Farmer,Semi-urban,Bangladeshi,Buddhist,Telugu,5,489,0,1,0.49,14085,8002,0,0,21.8,0,0.332
60,Female,Asian,Divorced,None,100000,Engineer,Urban,Nepali,Other,Tamil,2,761,1,0,0.55,20178,2488,0,0,9.4,0,0.572
20,Other,Latino,Single,None,20000,Engineer,Urban,Indian,Muslim,Bengali,5,419,0,2,0.6,5322,5068,0,0,24.0,1,0.357
58,Female,Mixed,Widowed,Graduate,50000,Engineer,Urban,Nepali,Christian,Marathi,1,757,1,3,0.65,14503,11258,1,1,13.9,0,0.821
59,Male,White,Married,Secondary,50000,Self-employed,Semi-urban,Nepali,Muslim,Tamil,7,612,0,0,0.61,8994,18533,1,1,0.9,1,0.607
37,Female,White,Single,Secondary,10000,Engineer,Urban,Bangladeshi,Other,Marathi,1,331,1,4,0.59,7927,18112,0,0,2.8,0,0.207
23,Male,Mixed,Married,None,10000,Teacher,Urban,Bangladeshi,Buddhist,English,3,822,0,0,0.46,21839,2317,0,0,5.5,0,0.727
38,Other,White,Married,None,50000,Laborer,Urban,Indian,Sikh,English,5,306,0,2,0.31,5628,516,0,0,24.2,1,0.285
42,Male,Asian,Divorced,Graduate,50000,Farmer,Rural,Nepali,Christian,Marathi,8,637,1,1,0.34,18927,3471,1,0,16.1,0,0.582
54,Female,Asian,Single,Graduate,20000,Laborer,Urban,Nepali,Sikh,Hindi,4,417,0,4,0.04,23800,8447,0,0,17.1,1,0.077
46,Female,White,Widowed,Postgraduate,100000,Farmer,Semi-urban,Nepali,Muslim,Marathi,7,664,0,2,0.16,15792,3732,0,1,3.0,0,0.643
31,Female,White,Widowed,Secondary,30000,Self-employed,Semi-urban,Indian,Sikh,Telugu,3,829,1,5,0.4,7772,13267,1,1,20.6,0,0.847
23,Male,Black,Widowed,None,30000,Engineer,Rural,Nepali,Christian,Hindi,2,846,1,5,0.48,6518,15549,1,0,15.9,0,0.749
35,Male,White,Single,Graduate,100000,Teacher,Urban,Bangladeshi,Muslim,Tamil,7,812,0,2,0.98,15552,8681,1,0,20.5,0,0.892
24,Female,Black,Married,Graduate,10000,Teacher,Rural,Bangladeshi,Muslim,Hindi,5,560,1,4,0.11,5613,19054,1,0,3.5,1,0.505
63,Other,Asian,Single,None,10000,Engineer,Urban,Indian,Other,Bengali,5,527,0,4,0.11,12200,496,1,0,6.0,1,0.556
23,Male,White,Single,Primary,100000,Self-employed,Semi-urban,Bangladeshi,Christian,Bengali,3,370,1,4,0.81,7892,3954,1,0,1.5,1,0.533
38,Male,Mixed,Widowed,None,20000,Farmer,Rural,Bangladeshi,Sikh,Hindi,8,581,1,3,0.72,20323,5291,0,0,1.2,0,0.467
51,Female,Latino,Single,Postgraduate,100000,Engineer,Urban,Indian,Sikh,Bengali,2,717,1,2,0.73,18624,7277,0,0,18.2,0,0.548
23,Male,Latino,Divorced,Primary,10000,Farmer,Urban,Nepali,Christian,English,5,705,0,2,0.65,16730,11624,0,0,24.3,1,0.543
18,Other,Mixed,Widowed,None,50000,Self-employed,Semi-urban,Indian,Christian,Marathi,6,520,0,2,0.91,20820,17877,0,0,19.6,1,0.355
28,Male,White,Single,Primary,30000,Self-employed,Urban,Bangladeshi,Christian,Marathi,5,689,1,2,0.23,11558,16409,0,1,2.5,1,0.491
58,Male,Latino,Married,Postgraduate,10000,Farmer,Semi-urban,Indian,Other,Bengali,1,521,0,3,0.54,18644,1306,0,1,21.5,1,0.552
36,Other,Latino,Divorced,None,30000,Laborer,Urban,Bangladeshi,Sikh,Telugu,8,358,1,2,0.91,24112,17834,1,1,15.2,1,0.464
60,Male,Mixed,Married,None,10000,Self-employed,Semi-urban,Indian,Other,Bengali,4,307,0,1,0.64,22900,12889,1,0,13.9,1,0.29
42,Male,White,Single,Primary,100000,Self-employed,Semi-urban,Bangladeshi,Muslim,Telugu,6,788,1,4,0.19,20378,19531,0,1,1.4,0,0.498
55,Male,Black,Widowed,Primary,70000,Laborer,Urban,Nepali,Muslim,English,4,672,0,4,0.43,9552,17559,0,1,21.9,1,0.532
32,Male,Mixed,Divorced,Graduate,50000,Engineer,Rural,Bangladeshi,Christian,Bengali,4,712,1,0,0.87,19246,15598,1,1,2.9,0,0.831
42,Other,Latino,Widowed,Graduate,50000,Farmer,Urban,Nepali,Other,Bengali,1,332,0,3,0.84,5951,5142,0,0,20.6,1,0.316
43,Male,Black,Divorced,None,100000,Laborer,Rural,Indian,Muslim,Telugu,8,351,0,2,0.42,12460,9847,0,0,19.4,1,0.153
55,Other,Asian,Married,Graduate,100000,Engineer,Urban,Indian,Other,Tamil,8,321,1,2,0.29,24596,13914,1,1,2.0,1,0.35
29,Male,Black,Widowed,Primary,20000,Self-employed,Rural,Nepali,Buddhist,Tamil,7,796,0,3,0.16,8556,12370,1,1,20.2,1,0.846
20,Male,Asian,Single,None,50000,Engineer,Semi-urban,Nepali,Christian,Marathi,8,499,0,3,0.99,10327,9701,1,1,1.2,1,0.882
44,Male,White,Divorced,None,100000,Teacher,Semi-urban,Nepali,Hindu,Marathi,3,384,0,1,0.91,7135,324,1,1,23.6,1,0.897
25,Male,Mixed,Single,Postgraduate,10000,Teacher,Urban,Bangladeshi,Hindu,Telugu,2,633,1,1,0.54,5673,9171,0,1,3.5,0,0.686
43,Male,Latino,Married,Primary,70000,Engineer,Rural,Nepali,Muslim,English,3,372,0,3,0.07,22052,11380,0,1,1.6,1,0.296
46,Other,Mixed,Married,Primary,30000,Farmer,Urban,Bangladeshi,Hindu,Hindi,4,307,1,1,0.62,15092,1960,1,0,23.3,1,0.352
40,Other,Black,Divorced,None,50000,Teacher,Semi-urban,Bangladeshi,Hindu,Telugu,1,662,0,1,0.67,17324,5795,1,1,16.1,1,0.821
60,Male,Black,Married,None,20000,Farmer,Semi-urban,Nepali,Sikh,Telugu,1,697,1,5,0.05,5911,8903,0,1,13.9,0,0.652
60,Male,White,Married,Primary,30000,Farmer,Urban,Bangladeshi,Hindu,Hindi,2,828,1,3,0.79,9860,19741,0,0,8.3,1,0.637
54,Female,Latino,Widowed,None,30000,Farmer,Urban,Indian,Muslim,English,8,578,1,0,0.35,5394,17656,0,1,7.5,1,0.588
22,Female,White,Divorced,Secondary,10000,Farmer,Rural,Indian,Muslim,Tamil,5,408,0,5,0.03,14223,5952,1,1,20.5,0,0.406
60,Female,Mixed,Married,Secondary,30000,Teacher,Rural,Indian,Muslim,English,3,719,1,0,0.92,7871,3610,1,1,16.5,0,1.0
34,Other,Asian,Single,Postgraduate,30000,Self-employed,Urban,Indian,Hindu,Tamil,3,627,0,5,0.07,5550,4229,1,0,6.8,1,0.648
18,Male,Asian,Married,Secondary,50000,Farmer,Semi-urban,Bangladeshi,Buddhist,Telugu,5,452,0,5,0.29,22588,13449,0,1,6.2,1,0.373
48,Female,White,Single,Secondary,100000,Engineer,Rural,Nepali,Muslim,Bengali,1,427,0,1,0.92,19410,302,1,1,19.7,1,0.725
56,Other,Black,Divorced,None,100000,Self-employed,Urban,Indian,Sikh,Bengali,4,563,1,5,0.68,17205,15112,1,1,16.3,1,0.572
22,Other,Asian,Married,Graduate,10000,Farmer,Urban,Nepali,Other,Telugu,2,731,1,0,0.67,21313,1580,0,1,2.9,1,0.791
35,Male,Black,Widowed,Primary,10000,Self-employed,Semi-urban,Bangladeshi,Buddhist,Hindi,2,477,0,2,0.18,8993,3594,0,1,11.0,1,0.621
56,Female,White,Divorced,Graduate,100000,Laborer,Urban,Bangladeshi,Hindu,Marathi,7,450,0,5,0.35,3618,13054,0,1,5.6,1,0.42
51,Male,Latino,Divorced,Graduate,20000,Laborer,Rural,Indian,Sikh,Tamil,7,836,0,3,0.23,19430,16395,0,1,0.7,0,0.622
64,Other,Latino,Widowed,Graduate,30000,Farmer,Semi-urban,Bangladeshi,Christian,English,8,543,1,3,0.0,3257,8281,0,0,6.7,1,0.32
55,Male,White,Married,Graduate,10000,Laborer,Semi-urban,Indian,Christian,Hindi,8,761,1,5,0.29,7080,13070,0,0,17.4,0,0.46
43,Female,Latino,Married,Secondary,10000,Self-employed,Semi-urban,Nepali,Buddhist,Tamil,2,619,1,5,0.27,23279,4782,0,1,24.2,0,0.503
64,Female,Asian,Married,Secondary,50000,Teacher,Semi-urban,Nepali,Hindu,Telugu,8,412,1,2,0.52,17927,10403,0,0,16.5,0,0.182
32,Female,Black,Divorced,Postgraduate,30000,Teacher,Rural,Bangladeshi,Christian,Marathi,5,460,0,1,0.21,9411,16745,0,0,21.6,1,0.168
41,Female,White,Widowed,Secondary,30000,Laborer,Semi-urban,Bangladeshi,Hindu,Bengali,1,449,0,1,0.41,23474,16990,1,0,7.6,1,0.338
25,Other,Latino,Married,Secondary,100000,Laborer,Urban,Indian,Buddhist,Tamil,1,552,1,4,0.27,21786,17947,0,1,13.7,1,0.318
59,Other,Latino,Married,Primary,70000,Laborer,Urban,Nepali,Sikh,Bengali,8,764,0,0,0.45,17856,2044,0,1,8.0,1,0.871
38,Other,White,Married,Primary,50000,Engineer,Urban,Nepali,Muslim,Tamil,5,334,1,2,0.03,12473,10054,0,1,7.6,1,0.306
60,Female,Black,Divorced,Primary,10000,Farmer,Urban,Bangladeshi,Sikh,Bengali,1,849,1,3,0.36,8154,19167,1,0,24.8,1,0.752
31,Other,Asian,Widowed,Postgraduate,30000,Self-employed,Semi-urban,Indian,Buddhist,Telugu,4,471,0,4,0.53,4461,6101,1,0,10.5,1,0.57
18,Male,Black,Divorced,Postgraduate,20000,Farmer,Urban,Nepali,Other,Bengali,5,555,0,0,0.29,23131,5085,1,1,9.9,0,0.636
32,Male,Mixed,Single,Primary,20000,Self-employed,Semi-urban,Indian,Hindu,English,4,463,1,1,0.32,17610,15067,1,0,13.7,1,0.483
63,Other,White,Widowed,Postgraduate,100000,Engineer,Semi-urban,Nepali,Muslim,Hindi,3,697,0,4,0.33,20384,14715,0,1,13.3,0,0.569
45,Male,Mixed,Divorced,Secondary,100000,Farmer,Rural,Indian,Muslim,Tamil,2,480,1,3,0.33,14605,5858,0,1,5.8,1,0.391
45,Male,White,Divorced,Postgraduate,30000,Laborer,Urban,Indian,Sikh,Marathi,3,336,0,0,0.13,7299,19146,1,1,15.8,0,0.41
49,Female,Mixed,Single,None,10000,Laborer,Urban,Nepali,Buddhist,Hindi,8,574,0,2,0.33,10473,1769,0,0,0.8,0,0.539
20,Male,Black,Married,Postgraduate,20000,Engineer,Semi-urban,Nepali,Sikh,Hindi,3,358,0,3,0.06,5613,13848,1,0,11.3,0,0.362
39,Male,White,Divorced,Postgraduate,70000,Teacher,Urban,Bangladeshi,Christian,Bengali,7,595,1,5,0.37,23485,14079,1,1,8.9,1,0.462
37,Male,Mixed,Widowed,Primary,100000,Laborer,Rural,Indian,Buddhist,Tamil,5,520,1,1,0.4,15458,13466,0,0,0.6,0,0.275
64,Female,Black,Divorced,Graduate,20000,Laborer,Rural,Indian,Buddhist,English,1,795,1,2,0.38,4746,9284,1,1,18.2,0,0.968
55,Female,Latino,Married,Primary,100000,Farmer,Urban,Indian,Muslim,Marathi,1,312,1,2,0.86,10501,8668,0,1,13.7,0,0.469
61,Female,White,Single,Postgraduate,10000,Engineer,Rural,Bangladeshi,Christian,Telugu,2,591,1,2,0.75,3350,6010,0,0,2.9,1,0.6
64,Male,Asian,Single,Postgraduate,20000,Engineer,Rural,Nepali,Muslim,English,6,324,0,1,0.27,3365,6782,1,0,9.3,0,0.373
21,Male,White,Divorced,Primary,10000,Engineer,Semi-urban,Bangladeshi,Buddhist,Hindi,6,328,0,4,0.31,18628,5040,0,0,10.2,1,0.141
48,Other,Latino,Divorced,Postgraduate,100000,Self-employed,Semi-urban,Indian,Buddhist,Telugu,2,779,0,2,0.94,23345,18129,0,0,22.7,0,0.454
43,Female,Black,Divorced,Secondary,20000,Laborer,Rural,Indian,Christian,Telugu,5,411,1,5,0.86,18706,6349,0,1,22.3,1,0.494
43,Other,Asian,Married,Secondary,70000,Self-employed,Rural,Indian,Buddhist,Marathi,2,739,1,1,0.55,9306,308,1,0,8.3,0,0.798
38,Male,Mixed,Widowed,Postgraduate,100000,Farmer,Urban,Bangladeshi,Sikh,Telugu,7,454,1,0,0.66,5893,15355,0,0,4.7,1,0.33
31,Male,White,Single,Primary,10000,Laborer,Urban,Indian,Sikh,Bengali,5,419,0,1,0.23,14275,11681,1,1,24.4,0,0.636
47,Other,Latino,Widowed,Graduate,10000,Farmer,Urban,Bangladeshi,Christian,Marathi,4,728,1,1,0.49,3823,6717,1,1,7.6,1,0.971
23,Other,Latino,Married,None,50000,Laborer,Urban,Indian,Muslim,Tamil,7,781,1,1,0.51,6304,3477,0,0,10.7,1,0.684
21,Other,White,Widowed,None,100000,Engineer,Urban,Nepali,Sikh,Telugu,5,451,0,0,0.94,5303,5514,0,0,13.9,1,0.487
43,Female,Latino,Married,None,100000,Laborer,Urban,Nepali,Christian,Marathi,3,306,1,1,0.84,5338,8145,0,1,14.4,1,0.476
24,Female,Latino,Married,Graduate,70000,Engineer,Urban,Bangladeshi,Christian,Marathi,6,345,0,2,1.0,18375,17189,1,1,16.2,1,0.494
43,Other,Latino,Widowed,Graduate,100000,Farmer,Rural,Nepali,Muslim,Bengali,6,663,0,2,0.36,20603,12685,1,1,18.7,1,0.582
37,Male,Mixed,Married,Postgraduate,50000,Engineer,Urban,Nepali,Other,Tamil,1,534,0,1,0.01,13000,16918,0,1,23.5,1,0.405
62,Other,Latino,Married,Primary,70000,Laborer,Urban,Bangladeshi,Hindu,Telugu,4,344,1,0,0.61,3523,18447,1,0,13.2,1,0.326
37,Female,Black,Single,None,100000,Farmer,Urban,Indian,Christian,Marathi,8,700,1,3,0.67,3355,6793,1,0,24.0,1,0.768
45,Female,Latino,Married,Graduate,70000,Farmer,Semi-urban,Nepali,Christian,English,7,770,1,0,0.43,3348,15675,0,0,12.4,0,0.611
62,Male,Latino,Married,Postgraduate,20000,Farmer,Rural,Nepali,Christian,Marathi,4,638,1,3,0.49,20328,8161,0,1,20.2,0,0.522
24,Male,Latino,Single,Postgraduate,70000,Teacher,Rural,Nepali,Buddhist,Marathi,8,736,1,0,0.31,19709,3862,1,1,18.5,0,0.892
29,Other,Black,Divorced,Secondary,100000,Self-employed,Semi-urban,Indian,Sikh,Tamil,5,523,0,0,0.26,16457,16750,1,0,2.8,1,0.359
26,Male,Asian,Widowed,Primary,30000,Engineer,Rural,Nepali,Christian,Telugu,3,492,1,1,0.21,23146,11446,1,0,4.0,1,0.284
43,Other,White,Widowed,Secondary,50000,Engineer,Urban,Bangladeshi,Muslim,Hindi,2,515,0,1,0.12,7722,3073,0,0,7.3,1,0.481
37,Other,Asian,Single,Postgraduate,30000,Laborer,Urban,Nepali,Christian,Tamil,3,400,1,5,0.49,20019,11229,0,0,2.6,1,0.149
38,Female,Asian,Married,Primary,10000,Laborer,Rural,Bangladeshi,Hindu,Hindi,8,795,0,4,0.54,22835,13326,0,1,14.1,0,0.699
45,Male,Black,Single,Graduate,70000,Laborer,Semi-urban,Indian,Sikh,Telugu,7,510,1,2,0.6,11857,10189,0,1,6.9,0,0.535
20,Male,Latino,Divorced,Primary,10000,Engineer,Semi-urban,Bangladeshi,Other,Hindi,4,754,1,0,0.96,14797,8151,1,1,23.6,0,1.0
31,Female,Latino,Widowed,Graduate,100000,Engineer,Rural,Nepali,Hindu,Marathi,5,401,0,5,0.97,22450,16209,0,0,6.6,0,0.185
33,Female,Latino,Single,None,50000,Self-employed,Urban,Bangladeshi,Muslim,Marathi,7,787,1,3,0.34,23439,18203,1,1,10.8,0,0.612
26,Other,Asian,Widowed,Graduate,30000,Teacher,Urban,Nepali,Sikh,Bengali,1,391,1,3,0.71,5082,18507,0,1,3.9,0,0.406
39,Other,Asian,Widowed,Postgraduate,100000,Engineer,Semi-urban,Nepali,Other,Tamil,5,789,1,3,0.09,23988,1256,0,1,15.5,1,0.674
50,Female,Black,Married,Secondary,20000,Self-employed,Rural,Nepali,Buddhist,Bengali,2,706,0,2,0.79,13348,17712,0,1,0.7,1,0.66
24,Male,White,Widowed,Primary,30000,Engineer,Urban,Bangladeshi,Hindu,Telugu,8,590,1,1,0.99,10882,2623,1,0,24.7,0,0.79
23,Other,Black,Widowed,Postgraduate,100000,Laborer,Urban,Bangladeshi,Christian,Marathi,3,800,0,2,0.55,12263,13236,0,0,12.5,0,0.537
54,Male,White,Married,None,30000,Teacher,Rural,Indian,Hindu,Bengali,7,681,0,2,0.96,18529,13594,1,1,23.5,0,0.782
22,Female,Mixed,Married,None,50000,Teacher,Rural,Bangladeshi,Sikh,Bengali,8,454,1,5,0.26,5883,16961,1,1,21.6,1,0.592
62,Other,Latino,Divorced,Postgraduate,50000,Engineer,Semi-urban,Indian,Sikh,Marathi,1,327,1,1,0.39,23012,18187,0,0,10.3,1,0.027
31,Male,Latino,Married,Graduate,70000,Farmer,Semi-urban,Indian,Hindu,Tamil,1,595,1,2,0.07,18806,18317,0,0,4.3,0,0.206
49,Female,White,Married,Graduate,70000,Self-employed,Semi-urban,Indian,Sikh,Tamil,8,493,1,0,0.99,21481,6043,0,0,20.6,0,0.417
25,Male,Latino,Married,Postgraduate,100000,Self-employed,Urban,Indian,Hindu,Hindi,4,611,1,3,0.17,17110,17049,0,1,10.3,0,0.411
61,Male,Black,Widowed,Postgraduate,10000,Teacher,Rural,Indian,Hindu,Marathi,4,844,0,4,0.01,13905,6616,0,1,12.7,0,0.681
39,Female,Mixed,Divorced,Graduate,10000,Self-employed,Semi-urban,Nepali,Christian,Tamil,7,450,1,0,0.32,6495,11837,1,1,4.4,1,0.614
35,Male,Latino,Widowed,None,50000,Teacher,Urban,Indian,Sikh,Bengali,1,823,0,0,0.57,8655,6079,0,1,23.5,0,0.874
65,Female,Asian,Married,Graduate,10000,Teacher,Urban,Bangladeshi,Christian,Hindi,5,343,0,1,0.02,24330,15176,1,0,21.3,0,0.061
56,Female,Latino,Married,Primary,30000,Engineer,Rural,Indian,Hindu,English,7,520,0,0,0.32,3654,4570,0,0,4.3,0,0.494
63,Female,Asian,Married,None,100000,Self-employed,Rural,Bangladeshi,Hindu,Bengali,4,833,0,2,0.99,22577,9248,1,0,15.7,1,0.822
31,Other,Black,Single,Graduate,20000,Farmer,Semi-urban,Bangladeshi,Muslim,Tamil,2,733,1,3,0.62,8636,16791,1,0,0.6,0,0.626
31,Other,Latino,Married,Primary,70000,Self-employed,Semi-urban,Indian,Christian,Tamil,2,310,0,1,0.93,19623,5537,1,0,13.1,1,0.49
61,Female,Black,Married,Graduate,20000,Engineer,Rural,Bangladeshi,Other,Hindi,1,379,1,3,0.57,14260,12537,0,1,24.0,1,0.302
52,Male,Latino,Divorced,Graduate,30000,Engineer,Semi-urban,Bangladeshi,Muslim,Telugu,8,462,0,1,0.73,8904,1418,1,0,10.6,0,0.564
22,Female,Latino,Divorced,None,30000,Teacher,Rural,Indian,Sikh,English,7,679,0,1,0.32,7174,9067,1,0,8.2,0,0.697
33,Female,Black,Widowed,Secondary,20000,Farmer,Semi-urban,Indian,Muslim,Tamil,1,461,1,3,0.49,21940,9655,0,1,16.1,0,0.367
20,Female,Mixed,Widowed,None,100000,Laborer,Rural,Indian,Muslim,Hindi,4,751,1,5,0.84,19655,19483,1,0,13.9,1,0.534
50,Other,Latino,Single,None,70000,Farmer,Rural,Bangladeshi,Sikh,Marathi,3,725,1,2,0.86,13845,13813,1,1,1.8,0,0.877
56,Male,Latino,Married,Primary,100000,Farmer,Urban,Nepali,Muslim,Hindi,8,430,1,4,0.65,12760,11900,1,0,5.1,1,0.395
63,Other,Black,Widowed,Graduate,70000,Laborer,Rural,Bangladeshi,Sikh,Tamil,5,599,1,2,0.56,18308,253,1,1,2.5,1,0.677
21,Male,Asian,Divorced,Primary,50000,Farmer,Semi-urban,Indian,Sikh,Telugu,1,550,1,2,0.74,15569,6737,1,1,9.1,0,0.709
28,Female,Latino,Widowed,Postgraduate,70000,Engineer,Urban,Nepali,Muslim,English,4,571,0,0,0.82,13591,16821,0,0,13.6,1,0.388
59,Other,Latino,Divorced,Graduate,50000,Engineer,Rural,Indian,Other,Tamil,7,571,0,1,0.62,22151,5298,1,1,13.2,1,0.715
61,Other,Mixed,Married,Primary,70000,Engineer,Urban,Nepali,Buddhist,Tamil,7,375,0,0,0.58,14121,5574,0,1,5.0,0,0.477
44,Other,Mixed,Divorced,Postgraduate,30000,Self-employed,Urban,Indian,Muslim,Telugu,1,673,0,0,0.99,21743,5336,1,0,3.8,0,0.693
64,Male,Mixed,Single,Postgraduate,50000,Engineer,Semi-urban,Indian,Sikh,Tamil,8,354,0,2,0.49,19650,17240,0,0,3.1,1,0.03
